Filename,Filetype,Sample ID,Project,Data Collection,R24 ID,File URI,Checksum
pBICCNsMMrMOpRMiF004d190318.v2.bam.tar,bam,pBICCNsMMrMOpRMiF004d190318,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:aln-krgi5ha,https://assets.nemoarchive.org/aln-krgi5ha,
pBICCNsMMrMOpRMiF004d190318.v2.mex.tar.gz,mex,pBICCNsMMrMOpRMiF004d190318,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:der-egfcse4,https://assets.nemoarchive.org/der-egfcse4,
pBICCNsMMrMOpRMiF004d190318.mex.tar.gz,mex,pBICCNsMMrMOpRMiF004d190318,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:der-9n6r3b2,https://assets.nemoarchive.org/der-9n6r3b2,3686977bf7e965b2f50877be54afa674
pBICCNsMMrMOpRMiF004d190318_S6_L001.fastq.tar,fastq,pBICCNsMMrMOpRMiF004d190318,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-f7acmuq,https://assets.nemoarchive.org/seq-f7acmuq,
pBICCNsMMrMOpRMiF004d190318_S6_L002.fastq.tar,fastq,pBICCNsMMrMOpRMiF004d190318,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-ku6d005,https://assets.nemoarchive.org/seq-ku6d005,
pBICCNsMMrMOpRPiF005d190318.v2.bam.tar,bam,pBICCNsMMrMOpRPiF005d190318,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:aln-qitcho9,https://assets.nemoarchive.org/aln-qitcho9,
pBICCNsMMrMOpRPiF005d190318.v2.mex.tar.gz,mex,pBICCNsMMrMOpRPiF005d190318,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:der-krm2fr7,https://assets.nemoarchive.org/der-krm2fr7,
pBICCNsMMrMOpRPiF005d190318.mex.tar.gz,mex,pBICCNsMMrMOpRPiF005d190318,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:der-1hjvmop,https://assets.nemoarchive.org/der-1hjvmop,40d03396d09da275f8de85929edf1cd1
pBICCNsMMrMOpRPiF005d190318_S6_L001.fastq.tar,fastq,pBICCNsMMrMOpRPiF005d190318,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-e916376,https://assets.nemoarchive.org/seq-e916376,
pBICCNsMMrMOpRPiF005d190318_S6_L002.fastq.tar,fastq,pBICCNsMMrMOpRPiF005d190318,huang_sn_10xv2_proj,huang_sn_10xv3,nemo:seq-e620adb,https://assets.nemoarchive.org/seq-e620adb,
