Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),CORRECTED Anatomical Structure,Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Project (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Wrangler Notes,Prior Project,Prior Anatomical Structure (CV)
20180216_G07,mouse,NCBI:txid10090,369451,wt/wt,cell population characterization,ATAC-seq,VISp,cells,1,Allen Institute for Brain Science,Bosiljka Tasic,1RF1MH121274-01,tasic_ATACseq,NeMO,,,2020Q2,,,
20180216_G08,mouse,NCBI:txid10090,369451,wt/wt,cell population characterization,ATAC-seq,VISp,cells,1,Allen Institute for Brain Science,Bosiljka Tasic,1RF1MH121274-01,tasic_ATACseq,NeMO,,,2020Q2,,,
20180216_G09,mouse,NCBI:txid10090,369451,wt/wt,cell population characterization,ATAC-seq,VISp,cells,1,Allen Institute for Brain Science,Bosiljka Tasic,1RF1MH121274-01,tasic_ATACseq,NeMO,,,2020Q2,,,
20180216_G10,mouse,NCBI:txid10090,369451,wt/wt,cell population characterization,ATAC-seq,VISp,cells,1,Allen Institute for Brain Science,Bosiljka Tasic,1RF1MH121274-01,tasic_ATACseq,NeMO,,,2020Q2,,,
20180216_G11,mouse,NCBI:txid10090,369451,wt/wt,cell population characterization,ATAC-seq,VISp,cells,1,Allen Institute for Brain Science,Bosiljka Tasic,1RF1MH121274-01,tasic_ATACseq,NeMO,,,2020Q2,,,
20180216_G12,mouse,NCBI:txid10090,369451,wt/wt,cell population characterization,ATAC-seq,VISp,cells,1,Allen Institute for Brain Science,Bosiljka Tasic,1RF1MH121274-01,tasic_ATACseq,NeMO,,,2020Q2,,,
20180216_H01,mouse,NCBI:txid10090,369451,wt/wt,cell population characterization,ATAC-seq,VISp,cells,1,Allen Institute for Brain Science,Bosiljka Tasic,1RF1MH121274-01,tasic_ATACseq,NeMO,,,2020Q2,,,
20180216_H02,mouse,NCBI:txid10090,369451,wt/wt,cell population characterization,ATAC-seq,VISp,cells,1,Allen Institute for Brain Science,Bosiljka Tasic,1RF1MH121274-01,tasic_ATACseq,NeMO,,,2020Q2,,,
20180216_H03,mouse,NCBI:txid10090,369451,wt/wt,cell population characterization,ATAC-seq,VISp,cells,1,Allen Institute for Brain Science,Bosiljka Tasic,1RF1MH121274-01,tasic_ATACseq,NeMO,,,2020Q2,,,
20180216_H04,mouse,NCBI:txid10090,369451,wt/wt,cell population characterization,ATAC-seq,VISp,cells,1,Allen Institute for Brain Science,Bosiljka Tasic,1RF1MH121274-01,tasic_ATACseq,NeMO,,,2020Q2,,,
20180216_H05,mouse,NCBI:txid10090,369451,wt/wt,cell population characterization,ATAC-seq,VISp,cells,1,Allen Institute for Brain Science,Bosiljka Tasic,1RF1MH121274-01,tasic_ATACseq,NeMO,,,2020Q2,,,
20180216_H06,mouse,NCBI:txid10090,369451,wt/wt,cell population characterization,ATAC-seq,VISp,cells,1,Allen Institute for Brain Science,Bosiljka Tasic,1RF1MH121274-01,tasic_ATACseq,NeMO,,,2020Q2,,,
20180216_H07,mouse,NCBI:txid10090,369451,wt/wt,cell population characterization,ATAC-seq,VISp,cells,1,Allen Institute for Brain Science,Bosiljka Tasic,1RF1MH121274-01,tasic_ATACseq,NeMO,,,2020Q2,,,
20180216_H08,mouse,NCBI:txid10090,369451,wt/wt,cell population characterization,ATAC-seq,VISp,cells,1,Allen Institute for Brain Science,Bosiljka Tasic,1RF1MH121274-01,tasic_ATACseq,NeMO,,,2020Q2,,,
20180216_H09,mouse,NCBI:txid10090,369451,wt/wt,cell population characterization,ATAC-seq,VISp,cells,1,Allen Institute for Brain Science,Bosiljka Tasic,1RF1MH121274-01,tasic_ATACseq,NeMO,,,2020Q2,,,
20180216_H10,mouse,NCBI:txid10090,369451,wt/wt,cell population characterization,ATAC-seq,VISp,cells,1,Allen Institute for Brain Science,Bosiljka Tasic,1RF1MH121274-01,tasic_ATACseq,NeMO,,,2020Q2,,,
20180216_H11,mouse,NCBI:txid10090,369451,wt/wt,cell population characterization,ATAC-seq,VISp,cells,1,Allen Institute for Brain Science,Bosiljka Tasic,1RF1MH121274-01,tasic_ATACseq,NeMO,,,2020Q2,,,
20180216_H12,mouse,NCBI:txid10090,369451,wt/wt,cell population characterization,ATAC-seq,VISp,cells,1,Allen Institute for Brain Science,Bosiljka Tasic,1RF1MH121274-01,tasic_ATACseq,NeMO,,,2020Q2,,,
