Sample ID,Species (CV),Species NCBI Taxonomy ID,Donor id,Genotype,Modality  (CV),Technique  (CV),CORRECTED Anatomical Structure,Subspecimen Type (CV),Total Processed Subspecimens,Organization (CV),Investigator,Grant Number (CV),Project (CV),R24 Name (CV),R24 link,Comments,Metadata Submission,Wrangler Notes,Prior Project,Prior Anatomical Structure (CV)
SW190506-01A ,mouse,NCBI:txid10090,SW190506-01A ,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q3,merged projects,dong_retro_quad,
SW190520-02A,mouse,NCBI:txid10090,SW190520-02A,wt/wt,connectivity,retrograde tracing,NEED ACTUAL,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q4,merged projects,dong_retro_quad,NEED ACTUAL
SW190520-03A,mouse,NCBI:txid10090,SW190520-03A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q3,merged projects,dong_retro_quad,
SW190520-04A,mouse,NCBI:txid10090,SW190520-04A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q3,merged projects,dong_retro_quad,
SW190531-02A,mouse,NCBI:txid10090,SW190531-02A,wt/wt,connectivity,retrograde tracing,MOs:MOp:SSp-ul:VISC,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q3,merged projects,dong_retro_quad,MOs:MOp:SSp-ul:VISC
SW190531-03A,mouse,NCBI:txid10090,SW190531-03A,wt/wt,connectivity,retrograde tracing,MOp:SSp-ul:SSp-bfd:MOs,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q3,merged projects,dong_retro_quad,MOp:SSp-ul:SSp-bfd:MOs
SW190531-04A,mouse,NCBI:txid10090,SW190531-04A,wt/wt,connectivity,retrograde tracing,MOp:SSp-ll:SSp-bfd:ACAd_2/3,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q3,merged projects,dong_retro_quad,MOp:SSp-ll:SSp-bfd:ACAd_2/3
SW190606-01A,mouse,NCBI:txid10090,SW190606-01A,wt/wt,connectivity,retrograde tracing,MOp:SSp:SSs;SSp:VISC,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q3,merged projects,dong_retro_quad,MOp_6:SSp-ul_5:SSs/SSp-n_5:VISC_5/6a
SW190606-02A,mouse,NCBI:txid10090,SW190606-02A,wt/wt,connectivity,retrograde tracing,MOp;SSp:SSp-bfd:SSs:VISC,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q3,merged projects,dong_retro_quad,MOp_5/6:SSp-ul_5:SSp-bfd:SSs/VISC_5
SW190606-03A,mouse,NCBI:txid10090,SW190606-03A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q3,merged projects,dong_retro_quad,
SW190606-04A,mouse,NCBI:txid10090,SW190606-04A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q3,merged projects,dong_retro_quad,
SW190607-07A,mouse,NCBI:txid10090,SW190607-07A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q3,merged projects,dong_retro_quad,
SW190607-08A,mouse,NCBI:txid10090,SW190607-08A,wt/wt,connectivity,retrograde tracing,,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q3,merged projects,dong_retro_quad,
SW190607-10A,mouse,NCBI:txid10090,SW190607-10A,wt/wt,connectivity,retrograde tracing,VAL:SSp:VALVAL,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q4,merged projects,dong_retro_quad,VAL:SSp:VAL:VAL
SW190621-01A,mouse,NCBI:txid10090,SW190621-01A,wt/wt,connectivity,retrograde tracing,CA3;APN;APN;APN;,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,,,2020Q1,merged projects,dong_retro_quad,
SW190621-02A,mouse,NCBI:txid10090,SW190621-02A,wt/wt,connectivity,retrograde tracing,LP;APN;APN;APN,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW190627-01A,mouse,NCBI:txid10090,SW190627-01A,wt/wt,connectivity,retrograde tracing,VM;fail;VM;ZI,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW190627-02A,mouse,NCBI:txid10090,SW190627-02A,wt/wt,connectivity,retrograde tracing,ZI;fail;VAL,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW190711-01A,mouse,NCBI:txid10090,SW190711-01A,wt/wt,connectivity,retrograde tracing,ZI;VPL;VPMpc;fail,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW190711-03A,mouse,NCBI:txid10090,SW190711-03A,wt/wt,connectivity,retrograde tracing,PF;MRN;SPFp,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW190711-07A,mouse,NCBI:txid10090,SW190711-07A,wt/wt,connectivity,retrograde tracing,VPMpc:VPM:VPM:VM,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q3,merged projects,dong_retro_quad,VPMpc:VPM:VPM:VM
SW190712-01A,mouse,NCBI:txid10090,SW190712-01A,wt/wt,connectivity,retrograde tracing,PO:VAL:POVPM,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q4,merged projects,dong_retro_quad,PO:VAL:PO:VPM
SW190712-02A,mouse,NCBI:txid10090,SW190712-02A,wt/wt,connectivity,retrograde tracing,MPO:LPO:LHA:BSTpr,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q3,merged projects,dong_retro_quad,MPO:LPO:LHA:BSTpr
SW190716-07A,mouse,NCBI:txid10090,SW190716-07A,wt/wt,connectivity,retrograde tracing,MPO:MPO:AVP:MPO,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q3,merged projects,dong_retro_quad,MPO:MPO:AVP:MPO
SW190716-08A,mouse,NCBI:txid10090,SW190716-08A,wt/wt,connectivity,retrograde tracing,BST:MPO:MPNl,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q3,merged projects,dong_retro_quad,BST:MPO:MPNI
SW190716-09A,mouse,NCBI:txid10090,SW190716-09A,wt/wt,connectivity,retrograde tracing,VMHdm:DMHa:PMdRCH,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q3,merged projects,dong_retro_quad,VMHdm:DMHa:PMd:RCH
SW190716-10A,mouse,NCBI:txid10090,SW190716-10A,wt/wt,connectivity,retrograde tracing,RCH:VMHdm:DMHaLHA,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q3,merged projects,dong_retro_quad,RCH:VMHdm:DMHa:LHA
SW190719-01A,mouse,NCBI:txid10090,SW190719-01A,wt/wt,connectivity,retrograde tracing,VAL;PO;ZI;VPLpc,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW190723-07A,mouse,NCBI:txid10090,SW190723-07A,wt/wt,connectivity,retrograde tracing,RN;MRN;PPN;PARN,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW190723-08A,mouse,NCBI:txid10090,SW190723-08A,wt/wt,connectivity,retrograde tracing,RN;fail;PPN;PARN,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW190723-09A,mouse,NCBI:txid10090,SW190723-09A,wt/wt,connectivity,retrograde tracing,VM;PF;SPVOrdm;PPN,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW190723-10A,mouse,NCBI:txid10090,SW190723-10A,wt/wt,connectivity,retrograde tracing,VM;PF;PARN;PPN,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW190809-01A,mouse,NCBI:txid10090,SW190809-01A,wt/wt,connectivity,retrograde tracing,MRN;SCig-b;SPFP;MRN;,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW190809-02A,mouse,NCBI:txid10090,SW190809-02A,wt/wt,connectivity,retrograde tracing,MRN;fail;RR;SCs;SCm,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW190809-03A,mouse,NCBI:txid10090,SW190809-03A,wt/wt,connectivity,retrograde tracing,MRN;MRN;RR;APN,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW190816-01A,mouse,NCBI:txid10090,SW190816-01A,wt/wt,connectivity,retrograde tracing,MOs;SSp-bfd;SSp-ul;SSs,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW190816-02A,mouse,NCBI:txid10090,SW190816-02A,wt/wt,connectivity,retrograde tracing,MOp;SSp-bfd;SSp-ul;SSs,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW190816-03A,mouse,NCBI:txid10090,SW190816-03A,wt/wt,connectivity,retrograde tracing,MOs;fail;CP;cing;SSp-bfd,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW191003-02A,mouse,NCBI:txid10090,SW191003-02A,wt/wt,connectivity,retrograde tracing,TTd:TTd:TTd:AUDv,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q4,merged projects,dong_retro_quad,TTd:TTd:TTd:AUDv
SW191014-01A,mouse,NCBI:txid10090,SW191014-01A,wt/wt,connectivity,retrograde tracing,SCs;SCm:CP:CP:SCs;SCm:fail,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q4,merged projects,dong_retro_quad,SC:CP:CP:SC:fail
SW191014-02A,mouse,NCBI:txid10090,SW191014-02A,wt/wt,connectivity,retrograde tracing,CP;fail;SCzo,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW191014-03A,mouse,NCBI:txid10090,SW191014-03A,wt/wt,connectivity,retrograde tracing,SCs;SCm;CP;,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW191014-04A,mouse,NCBI:txid10090,SW191014-04A,wt/wt,connectivity,retrograde tracing,SCs;SCm:CP:CP:SCs;SCm:SCs;SCm,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2019Q4,merged projects,dong_retro_quad,SC:CP:CP:SC:SC
SW191119-01A,mouse,NCBI:txid10090,SW191119-01A,wt/wt,connectivity,retrograde tracing,PL;ACAv;MOs,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW191119-02A,mouse,NCBI:txid10090,SW191119-02A,wt/wt,connectivity,retrograde tracing,MOs;ACAv;PL,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW191203-01A,mouse,NCBI:txid10090,SW191203-01A,wt/wt,connectivity,retrograde tracing,CP;SCig,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW191203-03A,mouse,NCBI:txid10090,SW191203-03A,wt/wt,connectivity,retrograde tracing,CP;CP;SCig,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW200116-03A,mouse,NCBI:txid10090,SW200116-03A,wt/wt,connectivity,retrograde tracing,AId;AIv;PIR;AIp,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW200121-01A,mouse,NCBI:txid10090,SW200121-01A,wt/wt,connectivity,retrograde tracing,IMD;PF;SMT,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW200121-02A,mouse,NCBI:txid10090,SW200121-02A,wt/wt,connectivity,retrograde tracing,MOp;RH;IMD,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW200123-01A,mouse,NCBI:txid10090,SW200123-01A,wt/wt,connectivity,retrograde tracing,MOp;CM;IMD,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
SW200123-02A,mouse,NCBI:txid10090,SW200123-02A,wt/wt,connectivity,retrograde tracing,IMD;PVT;IMD;RH;RE;CM;VAL,brains,1,University of Southern California,Hong-Wei Dong,1U01MH114829-01,dong_retro,BIL,http://download.brainimagelibrary.org/biccn/dong/retrograde/quad/,,2020Q1,merged projects,dong_retro_quad,
