project_reference_id,person_reference_id,organization_reference_id,agent_type,priority_order
zeng_sc_10x_proj,Tamara Casper,,person,9
zeng_sc_10x_proj,Thuc Nguyen,,person,10
zeng_sc_10x_proj,Zizhen Yao,,person,11
zeng_sn_10x_proj,Amy Torkelson,,person,0
zeng_sn_10x_proj,Bosiljka Tasic,,person,1
zeng_sn_10x_proj,Cindy van Velthoven,,person,2
zeng_sn_10x_proj,Darren Bertagnolli,,person,3
zeng_sn_10x_proj,Hongkui Zeng,,person,4
zeng_sn_10x_proj,Jeff Goldy,,person,5
zeng_sn_10x_proj,Kimberly Smith,,person,6
zeng_sn_10x_proj,Nick Dee,,person,7
zeng_sn_10x_proj,Susan Sunkin,,person,8
zeng_sn_10x_proj,Tamara Casper,,person,9
zeng_sn_10x_proj,Thuc Nguyen,,person,10
zeng_sn_10x_proj,Zizhen Yao,,person,11
zeng_sn_SSv4_proj,Amy Torkelson,,person,0
zeng_sn_SSv4_proj,Bosiljka Tasic,,person,1
zeng_sn_SSv4_proj,Cindy van Velthoven,,person,2
zeng_sn_SSv4_proj,Darren Bertagnolli,,person,3
zeng_sn_SSv4_proj,Hongkui Zeng,,person,4
zeng_sn_SSv4_proj,Jeff Goldy,,person,5
zeng_sn_SSv4_proj,Kimberly Smith,,person,6
zeng_sn_SSv4_proj,Nick Dee,,person,7
zeng_sn_SSv4_proj,Susan Sunkin,,person,8
zeng_sn_SSv4_proj,Tamara Casper,,person,9
zeng_sn_SSv4_proj,Thuc Nguyen,,person,10
zeng_sn_SSv4_proj,Zizhen Yao,,person,11
zeng_tolias_pseq_proj,Andreas Tolias,,person,0
zeng_tolias_pseq_proj,Dmitry Kobak,,person,1
zeng_tolias_pseq_proj,Federico Scala,,person,2
zhangK_multiome_proj,Nathan Zemke,,person,0
zhangK_multiome_proj,Carter Palmer,,person,1
zhangK_multiome_proj,Hannah Indralingam,,person,2
zhangK_multiome_proj,Bing Ren,,person,3
zhangK_multiome_proj,Jerold Chun,,person,4
zhangK_multiome_proj,Kun Zhang,,person,5
zhangK_snareseq,Blue Lake,,person,0
zhangK_snareseq,Carter Palmer,,person,1
zhangK_snareseq,Christine Liu,,person,2
zhangK_snareseq,Dinh Diep,,person,3
zhangK_snareseq,Jerold Chun,,person,4
zhangK_snareseq,Jinghui Song,,person,5
zhangK_snareseq,Kimberly Conklin,,person,6
zhangK_snareseq,Kun Zhang,,person,7
zhangK_snareseq,Marmar Moussa,,person,8
zhangK_snareseq,Nongluk Plongthongkum,,person,9
zhangK_snareseq,Peter Kharchenko,,person,10
zhangK_snareseq,Qiwen Hu,,person,11
zhangK_snareseq,Weixiu Dong,,person,12
zhangK_snareseq,William Romanow,,person,13
zhangK_snareseq,Xin Wang,,person,14
zhangK_snareseq,Yida Zhang,,person,15
zhangl_anatomy_proj,Guang-Wei Zhang,,person,0
zhangl_ephys_proj,Bo Peng,,person,0
zhangl_ephys_proj,Can Tao,,person,1
zhangl_ephys_proj,Huizhong Tao,,person,2
zhangl_ephys_proj,Li Zhang,,person,3
zhangl_kz_omics_proj,Guang-Wei Zhang,,person,0
zhangl_seqfish_proj,Guang-Wei Zhang,,person,0
zhangl_seqfish_proj,Li Zhang,,person,1
zhangl_seqfish_proj,Long Cai,,person,2
zhangl_seqfish_proj,Nico Pierson,,person,3
zhuang_abca_proj,Meng Zhang,,person,0
zhuang_abca_proj,Xingjie Pan,,person,1
zhuang_abca_proj,Won Jung,,person,2
zhuang_abca_proj,Xiaowei Zhuang,,person,3
zhuang_dulac_merfish_HYP_proj,Won Jung,,person,0
zhuang_dulac_merfish_HYP_proj,Timothy R. Blosser,,person,1
zhuang_dulac_merfish_HYP_proj,Zhengzheng S. Liang,,person,2
zhuang_dulac_merfish_HYP_proj,Catherine Dulac,,person,3
zhuang_dulac_merfish_HYP_proj,Xiaowei Zhuang,,person,4
zhuang_dulac_merfish_MOB_proj,Bogdan Bintu,,person,0
zhuang_dulac_merfish_MOB_proj,Catherine Dulac,,person,1
zhuang_dulac_merfish_MOB_proj,Xiaowei Zhuang,,person,2
zhuang_dulac_merfish_MOE_proj,Bogdan Bintu,,person,0
zhuang_dulac_merfish_MOE_proj,Catherine Dulac,,person,1
zhuang_dulac_merfish_MOE_proj,Xiaowei Zhuang,,person,2
zhuang_dulac_merfish_PAG_proj,Stephen Eichhorn,,person,0
zhuang_dulac_merfish_PAG_proj,Eric Vaughn,,person,1
zhuang_dulac_merfish_PAG_proj,Catherine Dulac,,person,2
zhuang_dulac_merfish_PAG_proj,Xiaowei Zhuang,,person,3
zhuang_merfish_MOp_proj,Meng Zhang,,person,0
zhuang_merfish_MOp_proj,Xiaowei Zhuang,,person,1
zhuang_merfish_NAc_proj,Timothy R. Blosser,,person,0
zhuang_merfish_NAc_proj,Junjie Hao,,person,1
zhuang_merfish_NAc_proj,Renchao Chen,,person,2
zhuang_merfish_NAc_proj,Mohamed N. Djekidel,,person,3
zhuang_merfish_NAc_proj,Yi Zhang,,person,4
zhuang_merfish_NAc_proj,Xiaowei Zhuang,,person,5
